image,label
images/18353.jpg,ulmus_parvifolia
images/18354.jpg,tilia_americana
images/18355.jpg,magnolia_denudata
images/18356.jpg,salix_caroliniana
images/18357.jpg,pinus_thunbergii
images/18358.jpg,prunus_serrulata
images/18359.jpg,malus_hupehensis
images/18360.jpg,quercus_montana
images/18361.jpg,ailanthus_altissima
images/18362.jpg,salix_nigra
images/18363.jpg,zelkova_serrata
images/18364.jpg,pinus_densiflora
images/18365.jpg,quercus_muehlenbergii
images/18366.jpg,quercus_coccinea
images/18367.jpg,tilia_cordata
images/18368.jpg,quercus_montana
images/18369.jpg,platanus_acerifolia
images/18370.jpg,gymnocladus_dioicus
images/18371.jpg,malus_pumila
images/18372.jpg,tilia_europaea
images/18373.jpg,quercus_virginiana
images/18374.jpg,aesculus_pavi
images/18375.jpg,nyssa_sylvatica
images/18376.jpg,populus_grandidentata
images/18377.jpg,pinus_nigra
images/18378.jpg,pinus_thunbergii
images/18379.jpg,platanus_occidentalis
images/18380.jpg,quercus_stellata
images/18381.jpg,carpinus_betulus
images/18382.jpg,ficus_carica
images/18383.jpg,malus_hupehensis
images/18384.jpg,quercus_phellos
images/18385.jpg,pinus_taeda
images/18386.jpg,ulmus_americana
images/18387.jpg,acer_palmatum
images/18388.jpg,broussonettia_papyrifera
images/18389.jpg,gleditsia_triacanthos
images/18390.jpg,amelanchier_laevis
images/18391.jpg,morus_alba
images/18392.jpg,juniperus_virginiana
images/18393.jpg,pinus_rigida
images/18394.jpg,pinus_resinosa
images/18395.jpg,quercus_palustris
images/18396.jpg,cercis_canadensis
images/18397.jpg,ostrya_virginiana
images/18398.jpg,cercidiphyllum_japonicum
images/18399.jpg,pinus_taeda
images/18400.jpg,fraxinus_pennsylvanica
images/18401.jpg,aesculus_hippocastamon
images/18402.jpg,betula_jacqemontii
images/18403.jpg,magnolia_acuminata
images/18404.jpg,quercus_nigra
images/18405.jpg,castanea_dentata
images/18406.jpg,fagus_grandifolia
images/18407.jpg,tilia_americana
images/18408.jpg,quercus_alba
images/18409.jpg,ptelea_trifoliata
images/18410.jpg,albizia_julibrissin
images/18411.jpg,juglans_nigra
images/18412.jpg,pinus_virginiana
images/18413.jpg,crataegus_viridis
images/18414.jpg,gymnocladus_dioicus
images/18415.jpg,pinus_flexilis
images/18416.jpg,carya_tomentosa
images/18417.jpg,pinus_taeda
images/18418.jpg,malus_baccata
images/18419.jpg,salix_matsudana
images/18420.jpg,quercus_nigra
images/18421.jpg,prunus_sargentii
images/18422.jpg,acer_campestre
images/18423.jpg,fraxinus_nigra
images/18424.jpg,prunus_yedoensis
images/18425.jpg,betula_lenta
images/18426.jpg,quercus_bicolor
images/18427.jpg,fraxinus_nigra
images/18428.jpg,tilia_europaea
images/18429.jpg,acer_negundo
images/18430.jpg,prunus_pensylvanica
images/18431.jpg,betula_nigra
images/18432.jpg,acer_saccharinum
images/18433.jpg,quercus_stellata
images/18434.jpg,cercis_canadensis
images/18435.jpg,picea_pungens
images/18436.jpg,carpinus_caroliniana
images/18437.jpg,ulmus_rubra
images/18438.jpg,carpinus_betulus
images/18439.jpg,salix_matsudana
images/18440.jpg,betula_nigra
images/18441.jpg,ilex_opaca
images/18442.jpg,ilex_opaca
images/18443.jpg,crataegus_pruinosa
images/18444.jpg,quercus_marilandica
images/18445.jpg,magnolia_virginiana
images/18446.jpg,acer_ginnala
images/18447.jpg,betula_lenta
images/18448.jpg,magnolia_tripetala
images/18449.jpg,cedrus_libani
images/18450.jpg,staphylea_trifolia
images/18451.jpg,quercus_alba
images/18452.jpg,quercus_shumardii
images/18453.jpg,salix_caroliniana
images/18454.jpg,celtis_tenuifolia
images/18455.jpg,chamaecyparis_pisifera
images/18456.jpg,quercus_muehlenbergii
images/18457.jpg,picea_abies
images/18458.jpg,ficus_carica
images/18459.jpg,ulmus_procera
images/18460.jpg,cladrastis_lutea
images/18461.jpg,larix_decidua
images/18462.jpg,betula_jacqemontii
images/18463.jpg,prunus_serotina
images/18464.jpg,magnolia_grandiflora
images/18465.jpg,tilia_tomentosa
images/18466.jpg,diospyros_virginiana
images/18467.jpg,cedrus_deodara
images/18468.jpg,cryptomeria_japonica
images/18469.jpg,pinus_bungeana
images/18470.jpg,cedrus_atlantica
images/18471.jpg,magnolia_grandiflora
images/18472.jpg,liquidambar_styraciflua
images/18473.jpg,eucommia_ulmoides
images/18474.jpg,quercus_robur
images/18475.jpg,quercus_palustris
images/18476.jpg,broussonettia_papyrifera
images/18477.jpg,quercus_nigra
images/18478.jpg,quercus_acutissima
images/18479.jpg,acer_saccharum
images/18480.jpg,aesculus_flava
images/18481.jpg,prunus_virginiana
images/18482.jpg,koelreuteria_paniculata
images/18483.jpg,acer_pseudoplatanus
images/18484.jpg,quercus_muehlenbergii
images/18485.jpg,juglans_nigra
images/18486.jpg,quercus_virginiana
images/18487.jpg,populus_deltoides
images/18488.jpg,tilia_tomentosa
images/18489.jpg,paulownia_tomentosa
images/18490.jpg,crataegus_viridis
images/18491.jpg,acer_pseudoplatanus
images/18492.jpg,abies_concolor
images/18493.jpg,cornus_kousa
images/18494.jpg,quercus_stellata
images/18495.jpg,cornus_mas
images/18496.jpg,sassafras_albidum
images/18497.jpg,acer_negundo
images/18498.jpg,stewartia_pseudocamellia
images/18499.jpg,broussonettia_papyrifera
images/18500.jpg,chionanthus_retusus
images/18501.jpg,magnolia_stellata
images/18502.jpg,picea_abies
images/18503.jpg,quercus_macrocarpa
images/18504.jpg,crataegus_viridis
images/18505.jpg,quercus_shumardii
images/18506.jpg,prunus_serrulata
images/18507.jpg,betula_populifolia
images/18508.jpg,pinus_cembra
images/18509.jpg,quercus_coccinea
images/18510.jpg,ulmus_glabra
images/18511.jpg,carpinus_betulus
images/18512.jpg,acer_palmatum
images/18513.jpg,acer_pseudoplatanus
images/18514.jpg,styrax_japonica
images/18515.jpg,carya_ovata
images/18516.jpg,pinus_peucea
images/18517.jpg,pinus_parviflora
images/18518.jpg,pinus_resinosa
images/18519.jpg,acer_rubrum
images/18520.jpg,asimina_triloba
images/18521.jpg,aesculus_glabra
images/18522.jpg,salix_babylonica
images/18523.jpg,carya_ovata
images/18524.jpg,pinus_echinata
images/18525.jpg,betula_alleghaniensis
images/18526.jpg,populus_tremuloides
images/18527.jpg,ulmus_pumila
images/18528.jpg,pinus_resinosa
images/18529.jpg,quercus_muehlenbergii
images/18530.jpg,tsuga_canadensis
images/18531.jpg,carya_tomentosa
images/18532.jpg,populus_deltoides
images/18533.jpg,ostrya_virginiana
images/18534.jpg,pyrus_calleryana
images/18535.jpg,abies_nordmanniana
images/18536.jpg,pinus_sylvestris
images/18537.jpg,amelanchier_arborea
images/18538.jpg,malus_coronaria
images/18539.jpg,malus_pumila
images/18540.jpg,catalpa_speciosa
images/18541.jpg,malus_pumila
images/18542.jpg,ulmus_procera
images/18543.jpg,acer_palmatum
images/18544.jpg,picea_orientalis
images/18545.jpg,tilia_americana
images/18546.jpg,amelanchier_canadensis
images/18547.jpg,celtis_occidentalis
images/18548.jpg,taxodium_distichum
images/18549.jpg,fagus_grandifolia
images/18550.jpg,quercus_marilandica
images/18551.jpg,pinus_bungeana
images/18552.jpg,nyssa_sylvatica
images/18553.jpg,pinus_strobus
images/18554.jpg,evodia_daniellii
images/18555.jpg,pseudolarix_amabilis
images/18556.jpg,styrax_japonica
images/18557.jpg,acer_pensylvanicum
images/18558.jpg,taxodium_distichum
images/18559.jpg,quercus_imbricaria
images/18560.jpg,pinus_koraiensis
images/18561.jpg,phellodendron_amurense
images/18562.jpg,ulmus_parvifolia
images/18563.jpg,staphylea_trifolia
images/18564.jpg,magnolia_denudata
images/18565.jpg,crataegus_pruinosa
images/18566.jpg,castanea_dentata
images/18567.jpg,prunus_serrulata
images/18568.jpg,quercus_shumardii
images/18569.jpg,prunus_subhirtella
images/18570.jpg,quercus_shumardii
images/18571.jpg,betula_alleghaniensis
images/18572.jpg,pseudolarix_amabilis
images/18573.jpg,halesia_tetraptera
images/18574.jpg,aesculus_flava
images/18575.jpg,quercus_cerris
images/18576.jpg,pinus_wallichiana
images/18577.jpg,juglans_cinerea
images/18578.jpg,cercis_canadensis
images/18579.jpg,platanus_occidentalis
images/18580.jpg,carya_cordiformis
images/18581.jpg,cryptomeria_japonica
images/18582.jpg,cedrus_libani
images/18583.jpg,platanus_acerifolia
images/18584.jpg,amelanchier_canadensis
images/18585.jpg,fraxinus_nigra
images/18586.jpg,chionanthus_virginicus
images/18587.jpg,ulmus_glabra
images/18588.jpg,chionanthus_retusus
images/18589.jpg,malus_floribunda
images/18590.jpg,crataegus_viridis
images/18591.jpg,cryptomeria_japonica
images/18592.jpg,pseudolarix_amabilis
images/18593.jpg,carpinus_betulus
images/18594.jpg,quercus_alba
images/18595.jpg,gleditsia_triacanthos
images/18596.jpg,acer_griseum
images/18597.jpg,fraxinus_nigra
images/18598.jpg,betula_lenta
images/18599.jpg,crataegus_laevigata
images/18600.jpg,picea_orientalis
images/18601.jpg,abies_nordmanniana
images/18602.jpg,maclura_pomifera
images/18603.jpg,acer_palmatum
images/18604.jpg,stewartia_pseudocamellia
images/18605.jpg,betula_nigra
images/18606.jpg,ginkgo_biloba
images/18607.jpg,salix_babylonica
images/18608.jpg,acer_pensylvanicum
images/18609.jpg,aesculus_hippocastamon
images/18610.jpg,quercus_shumardii
images/18611.jpg,paulownia_tomentosa
images/18612.jpg,pinus_peucea
images/18613.jpg,magnolia_grandiflora
images/18614.jpg,juglans_nigra
images/18615.jpg,pinus_sylvestris
images/18616.jpg,cedrus_deodara
images/18617.jpg,gleditsia_triacanthos
images/18618.jpg,juglans_cinerea
images/18619.jpg,pinus_koraiensis
images/18620.jpg,pinus_thunbergii
images/18621.jpg,ailanthus_altissima
images/18622.jpg,chionanthus_virginicus
images/18623.jpg,juglans_nigra
images/18624.jpg,cornus_florida
images/18625.jpg,tilia_americana
images/18626.jpg,ulmus_rubra
images/18627.jpg,tilia_tomentosa
images/18628.jpg,quercus_marilandica
images/18629.jpg,carpinus_betulus
images/18630.jpg,ulmus_pumila
images/18631.jpg,ulmus_parvifolia
images/18632.jpg,crataegus_phaenopyrum
images/18633.jpg,robinia_pseudo-acacia
images/18634.jpg,pseudolarix_amabilis
images/18635.jpg,fraxinus_pennsylvanica
images/18636.jpg,prunus_sargentii
images/18637.jpg,acer_rubrum
images/18638.jpg,prunus_serrulata
images/18639.jpg,liriodendron_tulipifera
images/18640.jpg,acer_griseum
images/18641.jpg,celtis_tenuifolia
images/18642.jpg,pinus_densiflora
images/18643.jpg,platanus_occidentalis
images/18644.jpg,maclura_pomifera
images/18645.jpg,ulmus_pumila
images/18646.jpg,populus_deltoides
images/18647.jpg,magnolia_virginiana
images/18648.jpg,crataegus_laevigata
images/18649.jpg,abies_concolor
images/18650.jpg,populus_grandidentata
images/18651.jpg,fagus_grandifolia
images/18652.jpg,quercus_coccinea
images/18653.jpg,nyssa_sylvatica
images/18654.jpg,malus_hupehensis
images/18655.jpg,betula_alleghaniensis
images/18656.jpg,fraxinus_pennsylvanica
images/18657.jpg,acer_campestre
images/18658.jpg,malus_pumila
images/18659.jpg,betula_populifolia
images/18660.jpg,ulmus_glabra
images/18661.jpg,ficus_carica
images/18662.jpg,cercis_canadensis
images/18663.jpg,quercus_nigra
images/18664.jpg,ulmus_americana
images/18665.jpg,metasequoia_glyptostroboides
images/18666.jpg,salix_caroliniana
images/18667.jpg,ginkgo_biloba
images/18668.jpg,cornus_kousa
images/18669.jpg,carya_glabra
images/18670.jpg,celtis_tenuifolia
images/18671.jpg,carya_ovata
images/18672.jpg,chionanthus_retusus
images/18673.jpg,pinus_peucea
images/18674.jpg,pinus_nigra
images/18675.jpg,quercus_palustris
images/18676.jpg,celtis_tenuifolia
images/18677.jpg,pinus_taeda
images/18678.jpg,aesculus_pavi
images/18679.jpg,pinus_thunbergii
images/18680.jpg,magnolia_stellata
images/18681.jpg,ulmus_americana
images/18682.jpg,fagus_grandifolia
images/18683.jpg,amelanchier_laevis
images/18684.jpg,cryptomeria_japonica
images/18685.jpg,amelanchier_laevis
images/18686.jpg,magnolia_grandiflora
images/18687.jpg,cedrus_libani
images/18688.jpg,betula_jacqemontii
images/18689.jpg,liquidambar_styraciflua
images/18690.jpg,pinus_densiflora
images/18691.jpg,quercus_palustris
images/18692.jpg,abies_nordmanniana
images/18693.jpg,pinus_pungens
images/18694.jpg,acer_platanoides
images/18695.jpg,acer_pensylvanicum
images/18696.jpg,pinus_sylvestris
images/18697.jpg,phellodendron_amurense
images/18698.jpg,quercus_macrocarpa
images/18699.jpg,quercus_alba
images/18700.jpg,larix_decidua
images/18701.jpg,picea_pungens
images/18702.jpg,ulmus_parvifolia
images/18703.jpg,crataegus_pruinosa
images/18704.jpg,quercus_michauxii
images/18705.jpg,quercus_michauxii
images/18706.jpg,robinia_pseudo-acacia
images/18707.jpg,quercus_shumardii
images/18708.jpg,betula_jacqemontii
images/18709.jpg,acer_saccharum
images/18710.jpg,betula_jacqemontii
images/18711.jpg,quercus_imbricaria
images/18712.jpg,salix_matsudana
images/18713.jpg,magnolia_macrophylla
images/18714.jpg,cedrus_atlantica
images/18715.jpg,ginkgo_biloba
images/18716.jpg,catalpa_bignonioides
images/18717.jpg,quercus_montana
images/18718.jpg,aesculus_glabra
images/18719.jpg,betula_alleghaniensis
images/18720.jpg,platanus_occidentalis
images/18721.jpg,acer_pseudoplatanus
images/18722.jpg,oxydendrum_arboreum
images/18723.jpg,pinus_cembra
images/18724.jpg,ficus_carica
images/18725.jpg,gymnocladus_dioicus
images/18726.jpg,maclura_pomifera
images/18727.jpg,halesia_tetraptera
images/18728.jpg,betula_jacqemontii
images/18729.jpg,pinus_rigida
images/18730.jpg,betula_lenta
images/18731.jpg,stewartia_pseudocamellia
images/18732.jpg,amelanchier_canadensis
images/18733.jpg,betula_jacqemontii
images/18734.jpg,nyssa_sylvatica
images/18735.jpg,pinus_strobus
images/18736.jpg,pinus_pungens
images/18737.jpg,paulownia_tomentosa
images/18738.jpg,robinia_pseudo-acacia
images/18739.jpg,pyrus_calleryana
images/18740.jpg,pinus_wallichiana
images/18741.jpg,quercus_bicolor
images/18742.jpg,ulmus_parvifolia
images/18743.jpg,betula_populifolia
images/18744.jpg,asimina_triloba
images/18745.jpg,crataegus_pruinosa
images/18746.jpg,cornus_mas
images/18747.jpg,morus_alba
images/18748.jpg,ptelea_trifoliata
images/18749.jpg,crataegus_laevigata
images/18750.jpg,pinus_pungens
images/18751.jpg,salix_babylonica
images/18752.jpg,pinus_virginiana
images/18753.jpg,quercus_phellos
images/18754.jpg,betula_lenta
images/18755.jpg,malus_hupehensis
images/18756.jpg,acer_platanoides
images/18757.jpg,magnolia_denudata
images/18758.jpg,catalpa_speciosa
images/18759.jpg,salix_matsudana
images/18760.jpg,ulmus_pumila
images/18761.jpg,prunus_virginiana
images/18762.jpg,tilia_cordata
images/18763.jpg,chionanthus_retusus
images/18764.jpg,cercidiphyllum_japonicum
images/18765.jpg,carya_tomentosa
images/18766.jpg,ilex_opaca
images/18767.jpg,liquidambar_styraciflua
images/18768.jpg,abies_nordmanniana
images/18769.jpg,tilia_europaea
images/18770.jpg,aesculus_flava
images/18771.jpg,quercus_bicolor
images/18772.jpg,eucommia_ulmoides
images/18773.jpg,koelreuteria_paniculata
images/18774.jpg,crataegus_crus-galli
images/18775.jpg,malus_floribunda
images/18776.jpg,amelanchier_canadensis
images/18777.jpg,pinus_resinosa
images/18778.jpg,pinus_resinosa
images/18779.jpg,aesculus_glabra
images/18780.jpg,zelkova_serrata
images/18781.jpg,tilia_cordata
images/18782.jpg,pinus_peucea
images/18783.jpg,acer_saccharinum
images/18784.jpg,malus_baccata
images/18785.jpg,amelanchier_canadensis
images/18786.jpg,juglans_nigra
images/18787.jpg,styrax_japonica
images/18788.jpg,betula_nigra
images/18789.jpg,picea_abies
images/18790.jpg,quercus_cerris
images/18791.jpg,fraxinus_nigra
images/18792.jpg,larix_decidua
images/18793.jpg,salix_nigra
images/18794.jpg,ptelea_trifoliata
images/18795.jpg,malus_pumila
images/18796.jpg,magnolia_tripetala
images/18797.jpg,acer_palmatum
images/18798.jpg,quercus_stellata
images/18799.jpg,chamaecyparis_pisifera
images/18800.jpg,pinus_cembra
images/18801.jpg,pinus_resinosa
images/18802.jpg,populus_tremuloides
images/18803.jpg,taxodium_distichum
images/18804.jpg,castanea_dentata
images/18805.jpg,acer_saccharinum
